,DPCP_AA_Rise (RNA),DPCP_AC_Rise (RNA),DPCP_AG_Rise (RNA),DPCP_AT_Rise (RNA),DPCP_CA_Rise (RNA),DPCP_CC_Rise (RNA),DPCP_CG_Rise (RNA),DPCP_CT_Rise (RNA),DPCP_GA_Rise (RNA),DPCP_GC_Rise (RNA),DPCP_GG_Rise (RNA),DPCP_GT_Rise (RNA),DPCP_TA_Rise (RNA),DPCP_TC_Rise (RNA),DPCP_TG_Rise (RNA),DPCP_TT_Rise (RNA),DPCP_AA_Roll (RNA),DPCP_AC_Roll (RNA),DPCP_AG_Roll (RNA),DPCP_AT_Roll (RNA),DPCP_CA_Roll (RNA),DPCP_CC_Roll (RNA),DPCP_CG_Roll (RNA),DPCP_CT_Roll (RNA),DPCP_GA_Roll (RNA),DPCP_GC_Roll (RNA),DPCP_GG_Roll (RNA),DPCP_GT_Roll (RNA),DPCP_TA_Roll (RNA),DPCP_TC_Roll (RNA),DPCP_TG_Roll (RNA),DPCP_TT_Roll (RNA),DPCP_AA_Shift (RNA),DPCP_AC_Shift (RNA),DPCP_AG_Shift (RNA),DPCP_AT_Shift (RNA),DPCP_CA_Shift (RNA),DPCP_CC_Shift (RNA),DPCP_CG_Shift (RNA),DPCP_CT_Shift (RNA),DPCP_GA_Shift (RNA),DPCP_GC_Shift (RNA),DPCP_GG_Shift (RNA),DPCP_GT_Shift (RNA),DPCP_TA_Shift (RNA),DPCP_TC_Shift (RNA),DPCP_TG_Shift (RNA),DPCP_TT_Shift (RNA),DPCP_AA_Slide (RNA),DPCP_AC_Slide (RNA),DPCP_AG_Slide (RNA),DPCP_AT_Slide (RNA),DPCP_CA_Slide (RNA),DPCP_CC_Slide (RNA),DPCP_CG_Slide (RNA),DPCP_CT_Slide (RNA),DPCP_GA_Slide (RNA),DPCP_GC_Slide (RNA),DPCP_GG_Slide (RNA),DPCP_GT_Slide (RNA),DPCP_TA_Slide (RNA),DPCP_TC_Slide (RNA),DPCP_TG_Slide (RNA),DPCP_TT_Slide (RNA),DPCP_AA_Tilt (RNA),DPCP_AC_Tilt (RNA),DPCP_AG_Tilt (RNA),DPCP_AT_Tilt (RNA),DPCP_CA_Tilt (RNA),DPCP_CC_Tilt (RNA),DPCP_CG_Tilt (RNA),DPCP_CT_Tilt (RNA),DPCP_GA_Tilt (RNA),DPCP_GC_Tilt (RNA),DPCP_GG_Tilt (RNA),DPCP_GT_Tilt (RNA),DPCP_TA_Tilt (RNA),DPCP_TC_Tilt (RNA),DPCP_TG_Tilt (RNA),DPCP_TT_Tilt (RNA),DPCP_AA_Twist (RNA),DPCP_AC_Twist (RNA),DPCP_AG_Twist (RNA),DPCP_AT_Twist (RNA),DPCP_CA_Twist (RNA),DPCP_CC_Twist (RNA),DPCP_CG_Twist (RNA),DPCP_CT_Twist (RNA),DPCP_GA_Twist (RNA),DPCP_GC_Twist (RNA),DPCP_GG_Twist (RNA),DPCP_GT_Twist (RNA),DPCP_TA_Twist (RNA),DPCP_TC_Twist (RNA),DPCP_TG_Twist (RNA),DPCP_TT_Twist (RNA)
A1_123,0.6360000000000001,0.19440000000000002,0.132,0.25920000000000004,0.18539999999999998,0.332,0.0,0.264,0.0676,0.0644,0.1328,0.19440000000000002,0.326,0.1352,0.2472,0.0636,1.4000000000000001,0.288,0.34,0.568,0.594,0.87,0.0,0.68,0.188,0.122,0.484,0.288,1.07,0.376,0.792,0.14,-0.016,0.0138,-0.0016,-0.0048,0.0066,-0.001,0.0,-0.0032,0.0014000000000000002,0.0014000000000000002,-0.0004,0.0138,-0.002,0.0028000000000000004,0.0088,-0.0016,-0.254,-0.08579999999999999,-0.06,-0.10880000000000001,-0.0876,-0.17800000000000002,-0.0,-0.12,-0.034,-0.0278,-0.0712,-0.08579999999999999,-0.145,-0.068,-0.1168,-0.025400000000000002,-0.16000000000000003,0.048,0.02,0.08800000000000001,0.06,0.03,-0.0,0.04,0.026000000000000002,0.0,0.012,0.048,-0.020000000000000004,0.052000000000000005,0.08,-0.016,6.2,1.92,1.2,2.64,1.8599999999999999,3.2,0.0,2.4,0.64,0.7000000000000001,1.28,1.92,3.2,1.28,2.48,0.62
A1_126,0.6360000000000001,0.19440000000000002,0.19799999999999998,0.25920000000000004,0.18539999999999998,0.332,0.0,0.19799999999999998,0.1352,0.0644,0.1328,0.19440000000000002,0.326,0.1352,0.18539999999999998,0.0636,1.4000000000000001,0.288,0.51,0.568,0.594,0.87,0.0,0.51,0.376,0.122,0.484,0.288,1.07,0.376,0.594,0.14,-0.016,0.0138,-0.0024,-0.0048,0.0066,-0.001,0.0,-0.0024,0.0028000000000000004,0.0014000000000000002,-0.0004,0.0138,-0.002,0.0028000000000000004,0.0066,-0.0016,-0.254,-0.08579999999999999,-0.09,-0.10880000000000001,-0.0876,-0.17800000000000002,-0.0,-0.09,-0.068,-0.0278,-0.0712,-0.08579999999999999,-0.145,-0.068,-0.0876,-0.025400000000000002,-0.16000000000000003,0.048,0.03,0.08800000000000001,0.06,0.03,-0.0,0.03,0.052000000000000005,0.0,0.012,0.048,-0.020000000000000004,0.052000000000000005,0.06,-0.016,6.2,1.92,1.7999999999999998,2.64,1.8599999999999999,3.2,0.0,1.7999999999999998,1.28,0.7000000000000001,1.28,1.92,3.2,1.28,1.8599999999999999,0.62
A1_127,0.6360000000000001,0.12960000000000002,0.264,0.25920000000000004,0.18539999999999998,0.332,0.0,0.19799999999999998,0.1352,0.0644,0.1328,0.19440000000000002,0.326,0.1352,0.18539999999999998,0.0636,1.4000000000000001,0.192,0.68,0.568,0.594,0.87,0.0,0.51,0.376,0.122,0.484,0.288,1.07,0.376,0.594,0.14,-0.016,0.0092,-0.0032,-0.0048,0.0066,-0.001,0.0,-0.0024,0.0028000000000000004,0.0014000000000000002,-0.0004,0.0138,-0.002,0.0028000000000000004,0.0066,-0.0016,-0.254,-0.0572,-0.12,-0.10880000000000001,-0.0876,-0.17800000000000002,-0.0,-0.09,-0.068,-0.0278,-0.0712,-0.08579999999999999,-0.145,-0.068,-0.0876,-0.025400000000000002,-0.16000000000000003,0.032,0.04,0.08800000000000001,0.06,0.03,-0.0,0.03,0.052000000000000005,0.0,0.012,0.048,-0.020000000000000004,0.052000000000000005,0.06,-0.016,6.2,1.28,2.4,2.64,1.8599999999999999,3.2,0.0,1.7999999999999998,1.28,0.7000000000000001,1.28,1.92,3.2,1.28,1.8599999999999999,0.62
A1_128,0.6360000000000001,0.12960000000000002,0.264,0.25920000000000004,0.1236,0.332,0.0,0.19799999999999998,0.20279999999999998,0.0644,0.1328,0.19440000000000002,0.326,0.1352,0.18539999999999998,0.0636,1.4000000000000001,0.192,0.68,0.568,0.396,0.87,0.0,0.51,0.564,0.122,0.484,0.288,1.07,0.376,0.594,0.14,-0.016,0.0092,-0.0032,-0.0048,0.0044,-0.001,0.0,-0.0024,0.004200000000000001,0.0014000000000000002,-0.0004,0.0138,-0.002,0.0028000000000000004,0.0066,-0.0016,-0.254,-0.0572,-0.12,-0.10880000000000001,-0.0584,-0.17800000000000002,-0.0,-0.09,-0.102,-0.0278,-0.0712,-0.08579999999999999,-0.145,-0.068,-0.0876,-0.025400000000000002,-0.16000000000000003,0.032,0.04,0.08800000000000001,0.04,0.03,-0.0,0.03,0.078,0.0,0.012,0.048,-0.020000000000000004,0.052000000000000005,0.06,-0.016,6.2,1.28,2.4,2.64,1.24,3.2,0.0,1.7999999999999998,1.92,0.7000000000000001,1.28,1.92,3.2,1.28,1.8599999999999999,0.62
A1_129,0.6360000000000001,0.06480000000000001,0.264,0.32400000000000007,0.1236,0.332,0.0,0.19799999999999998,0.20279999999999998,0.0644,0.1328,0.19440000000000002,0.326,0.1352,0.18539999999999998,0.0636,1.4000000000000001,0.096,0.68,0.71,0.396,0.87,0.0,0.51,0.564,0.122,0.484,0.288,1.07,0.376,0.594,0.14,-0.016,0.0046,-0.0032,-0.006,0.0044,-0.001,0.0,-0.0024,0.004200000000000001,0.0014000000000000002,-0.0004,0.0138,-0.002,0.0028000000000000004,0.0066,-0.0016,-0.254,-0.0286,-0.12,-0.136,-0.0584,-0.17800000000000002,-0.0,-0.09,-0.102,-0.0278,-0.0712,-0.08579999999999999,-0.145,-0.068,-0.0876,-0.025400000000000002,-0.16000000000000003,0.016,0.04,0.11000000000000001,0.04,0.03,-0.0,0.03,0.078,0.0,0.012,0.048,-0.020000000000000004,0.052000000000000005,0.06,-0.016,6.2,0.64,2.4,3.3000000000000003,1.24,3.2,0.0,1.7999999999999998,1.92,0.7000000000000001,1.28,1.92,3.2,1.28,1.8599999999999999,0.62
A1_130,0.6360000000000001,0.06480000000000001,0.264,0.32400000000000007,0.1236,0.2656,0.0,0.19799999999999998,0.20279999999999998,0.0644,0.1328,0.19440000000000002,0.326,0.1352,0.18539999999999998,0.1272,1.4000000000000001,0.096,0.68,0.71,0.396,0.696,0.0,0.51,0.564,0.122,0.484,0.288,1.07,0.376,0.594,0.28,-0.016,0.0046,-0.0032,-0.006,0.0044,-0.0008,0.0,-0.0024,0.004200000000000001,0.0014000000000000002,-0.0004,0.0138,-0.002,0.0028000000000000004,0.0066,-0.0032,-0.254,-0.0286,-0.12,-0.136,-0.0584,-0.1424,-0.0,-0.09,-0.102,-0.0278,-0.0712,-0.08579999999999999,-0.145,-0.068,-0.0876,-0.050800000000000005,-0.16000000000000003,0.016,0.04,0.11000000000000001,0.04,0.024,-0.0,0.03,0.078,0.0,0.012,0.048,-0.020000000000000004,0.052000000000000005,0.06,-0.032,6.2,0.64,2.4,3.3000000000000003,1.24,2.56,0.0,1.7999999999999998,1.92,0.7000000000000001,1.28,1.92,3.2,1.28,1.8599999999999999,1.24
A1_131,0.6360000000000001,0.06480000000000001,0.264,0.32400000000000007,0.1236,0.1992,0.0,0.19799999999999998,0.20279999999999998,0.0644,0.1328,0.19440000000000002,0.326,0.20279999999999998,0.18539999999999998,0.1272,1.4000000000000001,0.096,0.68,0.71,0.396,0.5219999999999999,0.0,0.51,0.564,0.122,0.484,0.288,1.07,0.564,0.594,0.28,-0.016,0.0046,-0.0032,-0.006,0.0044,-0.0006,0.0,-0.0024,0.004200000000000001,0.0014000000000000002,-0.0004,0.0138,-0.002,0.004200000000000001,0.0066,-0.0032,-0.254,-0.0286,-0.12,-0.136,-0.0584,-0.10679999999999999,-0.0,-0.09,-0.102,-0.0278,-0.0712,-0.08579999999999999,-0.145,-0.102,-0.0876,-0.050800000000000005,-0.16000000000000003,0.016,0.04,0.11000000000000001,0.04,0.018,-0.0,0.03,0.078,0.0,0.012,0.048,-0.020000000000000004,0.078,0.06,-0.032,6.2,0.64,2.4,3.3000000000000003,1.24,1.92,0.0,1.7999999999999998,1.92,0.7000000000000001,1.28,1.92,3.2,1.92,1.8599999999999999,1.24
A1_133,0.6360000000000001,0.06480000000000001,0.264,0.32400000000000007,0.1236,0.1328,0.0,0.19799999999999998,0.20279999999999998,0.0644,0.1328,0.19440000000000002,0.39119999999999994,0.20279999999999998,0.18539999999999998,0.1272,1.4000000000000001,0.096,0.68,0.71,0.396,0.348,0.0,0.51,0.564,0.122,0.484,0.288,1.2839999999999998,0.564,0.594,0.28,-0.016,0.0046,-0.0032,-0.006,0.0044,-0.0004,0.0,-0.0024,0.004200000000000001,0.0014000000000000002,-0.0004,0.0138,-0.0024,0.004200000000000001,0.0066,-0.0032,-0.254,-0.0286,-0.12,-0.136,-0.0584,-0.0712,-0.0,-0.09,-0.102,-0.0278,-0.0712,-0.08579999999999999,-0.174,-0.102,-0.0876,-0.050800000000000005,-0.16000000000000003,0.016,0.04,0.11000000000000001,0.04,0.012,-0.0,0.03,0.078,0.0,0.012,0.048,-0.024,0.078,0.06,-0.032,6.2,0.64,2.4,3.3000000000000003,1.24,1.28,0.0,1.7999999999999998,1.92,0.7000000000000001,1.28,1.92,3.84,1.92,1.8599999999999999,1.24
A1_134,0.6996,0.06480000000000001,0.264,0.32400000000000007,0.1236,0.1328,0.0,0.19799999999999998,0.20279999999999998,0.0644,0.1328,0.19440000000000002,0.39119999999999994,0.1352,0.18539999999999998,0.1272,1.54,0.096,0.68,0.71,0.396,0.348,0.0,0.51,0.564,0.122,0.484,0.288,1.2839999999999998,0.376,0.594,0.28,-0.0176,0.0046,-0.0032,-0.006,0.0044,-0.0004,0.0,-0.0024,0.004200000000000001,0.0014000000000000002,-0.0004,0.0138,-0.0024,0.0028000000000000004,0.0066,-0.0032,-0.2794,-0.0286,-0.12,-0.136,-0.0584,-0.0712,-0.0,-0.09,-0.102,-0.0278,-0.0712,-0.08579999999999999,-0.174,-0.068,-0.0876,-0.050800000000000005,-0.17600000000000002,0.016,0.04,0.11000000000000001,0.04,0.012,-0.0,0.03,0.078,0.0,0.012,0.048,-0.024,0.052000000000000005,0.06,-0.032,6.82,0.64,2.4,3.3000000000000003,1.24,1.28,0.0,1.7999999999999998,1.92,0.7000000000000001,1.28,1.92,3.84,1.28,1.8599999999999999,1.24
A1_136,0.6996,0.06480000000000001,0.264,0.38880000000000003,0.1236,0.1328,0.0,0.132,0.20279999999999998,0.0644,0.1328,0.19440000000000002,0.39119999999999994,0.1352,0.1236,0.1908,1.54,0.096,0.68,0.852,0.396,0.348,0.0,0.34,0.564,0.122,0.484,0.288,1.2839999999999998,0.376,0.396,0.42,-0.0176,0.0046,-0.0032,-0.0072,0.0044,-0.0004,0.0,-0.0016,0.004200000000000001,0.0014000000000000002,-0.0004,0.0138,-0.0024,0.0028000000000000004,0.0044,-0.0048,-0.2794,-0.0286,-0.12,-0.1632,-0.0584,-0.0712,-0.0,-0.06,-0.102,-0.0278,-0.0712,-0.08579999999999999,-0.174,-0.068,-0.0584,-0.0762,-0.17600000000000002,0.016,0.04,0.132,0.04,0.012,-0.0,0.02,0.078,0.0,0.012,0.048,-0.024,0.052000000000000005,0.04,-0.048,6.82,0.64,2.4,3.96,1.24,1.28,0.0,1.2,1.92,0.7000000000000001,1.28,1.92,3.84,1.28,1.24,1.8599999999999999
A1_141,0.6360000000000001,0.06480000000000001,0.33,0.38880000000000003,0.1236,0.0664,0.0,0.132,0.20279999999999998,0.0644,0.1328,0.19440000000000002,0.45640000000000003,0.1352,0.1236,0.1908,1.4000000000000001,0.096,0.8500000000000001,0.852,0.396,0.174,0.0,0.34,0.564,0.122,0.484,0.288,1.498,0.376,0.396,0.42,-0.016,0.0046,-0.004,-0.0072,0.0044,-0.0002,0.0,-0.0016,0.004200000000000001,0.0014000000000000002,-0.0004,0.0138,-0.0028000000000000004,0.0028000000000000004,0.0044,-0.0048,-0.254,-0.0286,-0.15000000000000002,-0.1632,-0.0584,-0.0356,-0.0,-0.06,-0.102,-0.0278,-0.0712,-0.08579999999999999,-0.203,-0.068,-0.0584,-0.0762,-0.16000000000000003,0.016,0.05,0.132,0.04,0.006,-0.0,0.02,0.078,0.0,0.012,0.048,-0.028000000000000004,0.052000000000000005,0.04,-0.048,6.2,0.64,3.0,3.96,1.24,0.64,0.0,1.2,1.92,0.7000000000000001,1.28,1.92,4.48,1.28,1.24,1.8599999999999999
A1_149,0.5724,0.06480000000000001,0.264,0.45360000000000006,0.1236,0.0664,0.0,0.132,0.338,0.0644,0.1328,0.12960000000000002,0.326,0.1352,0.18539999999999998,0.2544,1.26,0.096,0.68,0.994,0.396,0.174,0.0,0.34,0.9400000000000001,0.122,0.484,0.192,1.07,0.376,0.594,0.56,-0.0144,0.0046,-0.0032,-0.008400000000000001,0.0044,-0.0002,0.0,-0.0016,0.007000000000000001,0.0014000000000000002,-0.0004,0.0092,-0.002,0.0028000000000000004,0.0066,-0.0064,-0.2286,-0.0286,-0.12,-0.19040000000000004,-0.0584,-0.0356,-0.0,-0.06,-0.17,-0.0278,-0.0712,-0.0572,-0.145,-0.068,-0.0876,-0.10160000000000001,-0.144,0.016,0.04,0.15400000000000003,0.04,0.006,-0.0,0.02,0.13,0.0,0.012,0.032,-0.020000000000000004,0.052000000000000005,0.06,-0.064,5.58,0.64,2.4,4.62,1.24,0.64,0.0,1.2,3.2,0.7000000000000001,1.28,1.28,3.2,1.28,1.8599999999999999,2.48
A1_151,0.5724,0.06480000000000001,0.33,0.45360000000000006,0.1236,0.0664,0.0,0.132,0.338,0.0644,0.1328,0.06480000000000001,0.326,0.1352,0.18539999999999998,0.2544,1.26,0.096,0.8500000000000001,0.994,0.396,0.174,0.0,0.34,0.9400000000000001,0.122,0.484,0.096,1.07,0.376,0.594,0.56,-0.0144,0.0046,-0.004,-0.008400000000000001,0.0044,-0.0002,0.0,-0.0016,0.007000000000000001,0.0014000000000000002,-0.0004,0.0046,-0.002,0.0028000000000000004,0.0066,-0.0064,-0.2286,-0.0286,-0.15000000000000002,-0.19040000000000004,-0.0584,-0.0356,-0.0,-0.06,-0.17,-0.0278,-0.0712,-0.0286,-0.145,-0.068,-0.0876,-0.10160000000000001,-0.144,0.016,0.05,0.15400000000000003,0.04,0.006,-0.0,0.02,0.13,0.0,0.012,0.016,-0.020000000000000004,0.052000000000000005,0.06,-0.064,5.58,0.64,3.0,4.62,1.24,0.64,0.0,1.2,3.2,0.7000000000000001,1.28,0.64,3.2,1.28,1.8599999999999999,2.48
A1_153,0.5088,0.06480000000000001,0.33,0.45360000000000006,0.1236,0.0664,0.0,0.132,0.40559999999999996,0.0644,0.1328,0.06480000000000001,0.326,0.1352,0.18539999999999998,0.2544,1.12,0.096,0.8500000000000001,0.994,0.396,0.174,0.0,0.34,1.128,0.122,0.484,0.096,1.07,0.376,0.594,0.56,-0.0128,0.0046,-0.004,-0.008400000000000001,0.0044,-0.0002,0.0,-0.0016,0.008400000000000001,0.0014000000000000002,-0.0004,0.0046,-0.002,0.0028000000000000004,0.0066,-0.0064,-0.20320000000000002,-0.0286,-0.15000000000000002,-0.19040000000000004,-0.0584,-0.0356,-0.0,-0.06,-0.204,-0.0278,-0.0712,-0.0286,-0.145,-0.068,-0.0876,-0.10160000000000001,-0.128,0.016,0.05,0.15400000000000003,0.04,0.006,-0.0,0.02,0.156,0.0,0.012,0.016,-0.020000000000000004,0.052000000000000005,0.06,-0.064,4.96,0.64,3.0,4.62,1.24,0.64,0.0,1.2,3.84,0.7000000000000001,1.28,0.64,3.2,1.28,1.8599999999999999,2.48
A1_158,0.44520000000000004,0.0,0.33,0.5832,0.0618,0.0664,0.0,0.132,0.40559999999999996,0.0644,0.1328,0.06480000000000001,0.39119999999999994,0.1352,0.18539999999999998,0.2544,0.9800000000000001,0.0,0.8500000000000001,1.2779999999999998,0.198,0.174,0.0,0.34,1.128,0.122,0.484,0.096,1.2839999999999998,0.376,0.594,0.56,-0.011200000000000002,0.0,-0.004,-0.010799999999999999,0.0022,-0.0002,0.0,-0.0016,0.008400000000000001,0.0014000000000000002,-0.0004,0.0046,-0.0024,0.0028000000000000004,0.0066,-0.0064,-0.1778,-0.0,-0.15000000000000002,-0.24480000000000002,-0.0292,-0.0356,-0.0,-0.06,-0.204,-0.0278,-0.0712,-0.0286,-0.174,-0.068,-0.0876,-0.10160000000000001,-0.11200000000000002,0.0,0.05,0.198,0.02,0.006,-0.0,0.02,0.156,0.0,0.012,0.016,-0.024,0.052000000000000005,0.06,-0.064,4.340000000000001,0.0,3.0,5.9399999999999995,0.62,0.64,0.0,1.2,3.84,0.7000000000000001,1.28,0.64,3.84,1.28,1.8599999999999999,2.48
A1_159,0.3816,0.0,0.33,0.5832,0.0618,0.0664,0.0,0.132,0.40559999999999996,0.0644,0.1328,0.06480000000000001,0.39119999999999994,0.1352,0.18539999999999998,0.31800000000000006,0.84,0.0,0.8500000000000001,1.2779999999999998,0.198,0.174,0.0,0.34,1.128,0.122,0.484,0.096,1.2839999999999998,0.376,0.594,0.7000000000000001,-0.0096,0.0,-0.004,-0.010799999999999999,0.0022,-0.0002,0.0,-0.0016,0.008400000000000001,0.0014000000000000002,-0.0004,0.0046,-0.0024,0.0028000000000000004,0.0066,-0.008,-0.1524,-0.0,-0.15000000000000002,-0.24480000000000002,-0.0292,-0.0356,-0.0,-0.06,-0.204,-0.0278,-0.0712,-0.0286,-0.174,-0.068,-0.0876,-0.127,-0.096,0.0,0.05,0.198,0.02,0.006,-0.0,0.02,0.156,0.0,0.012,0.016,-0.024,0.052000000000000005,0.06,-0.08000000000000002,3.7199999999999998,0.0,3.0,5.9399999999999995,0.62,0.64,0.0,1.2,3.84,0.7000000000000001,1.28,0.64,3.84,1.28,1.8599999999999999,3.1
A1_162,0.3816,0.0,0.33,0.5184000000000001,0.1236,0.0664,0.0,0.132,0.40559999999999996,0.0644,0.1328,0.06480000000000001,0.326,0.20279999999999998,0.18539999999999998,0.31800000000000006,0.84,0.0,0.8500000000000001,1.136,0.396,0.174,0.0,0.34,1.128,0.122,0.484,0.096,1.07,0.564,0.594,0.7000000000000001,-0.0096,0.0,-0.004,-0.0096,0.0044,-0.0002,0.0,-0.0016,0.008400000000000001,0.0014000000000000002,-0.0004,0.0046,-0.002,0.004200000000000001,0.0066,-0.008,-0.1524,-0.0,-0.15000000000000002,-0.21760000000000002,-0.0584,-0.0356,-0.0,-0.06,-0.204,-0.0278,-0.0712,-0.0286,-0.145,-0.102,-0.0876,-0.127,-0.096,0.0,0.05,0.17600000000000002,0.04,0.006,-0.0,0.02,0.156,0.0,0.012,0.016,-0.020000000000000004,0.078,0.06,-0.08000000000000002,3.7199999999999998,0.0,3.0,5.28,1.24,0.64,0.0,1.2,3.84,0.7000000000000001,1.28,0.64,3.2,1.92,1.8599999999999999,3.1
A1_165,0.3816,0.0,0.33,0.5832,0.1236,0.0664,0.0,0.132,0.40559999999999996,0.0644,0.1328,0.0,0.39119999999999994,0.20279999999999998,0.1236,0.31800000000000006,0.84,0.0,0.8500000000000001,1.2779999999999998,0.396,0.174,0.0,0.34,1.128,0.122,0.484,0.0,1.2839999999999998,0.564,0.396,0.7000000000000001,-0.0096,0.0,-0.004,-0.010799999999999999,0.0044,-0.0002,0.0,-0.0016,0.008400000000000001,0.0014000000000000002,-0.0004,0.0,-0.0024,0.004200000000000001,0.0044,-0.008,-0.1524,-0.0,-0.15000000000000002,-0.24480000000000002,-0.0584,-0.0356,-0.0,-0.06,-0.204,-0.0278,-0.0712,-0.0,-0.174,-0.102,-0.0584,-0.127,-0.096,0.0,0.05,0.198,0.04,0.006,-0.0,0.02,0.156,0.0,0.012,0.0,-0.024,0.078,0.04,-0.08000000000000002,3.7199999999999998,0.0,3.0,5.9399999999999995,1.24,0.64,0.0,1.2,3.84,0.7000000000000001,1.28,0.0,3.84,1.92,1.24,3.1
A1_166,0.3816,0.0,0.33,0.5832,0.1236,0.0664,0.0,0.132,0.40559999999999996,0.0644,0.1328,0.0,0.326,0.2704,0.1236,0.31800000000000006,0.84,0.0,0.8500000000000001,1.2779999999999998,0.396,0.174,0.0,0.34,1.128,0.122,0.484,0.0,1.07,0.752,0.396,0.7000000000000001,-0.0096,0.0,-0.004,-0.010799999999999999,0.0044,-0.0002,0.0,-0.0016,0.008400000000000001,0.0014000000000000002,-0.0004,0.0,-0.002,0.005600000000000001,0.0044,-0.008,-0.1524,-0.0,-0.15000000000000002,-0.24480000000000002,-0.0584,-0.0356,-0.0,-0.06,-0.204,-0.0278,-0.0712,-0.0,-0.145,-0.136,-0.0584,-0.127,-0.096,0.0,0.05,0.198,0.04,0.006,-0.0,0.02,0.156,0.0,0.012,0.0,-0.020000000000000004,0.10400000000000001,0.04,-0.08000000000000002,3.7199999999999998,0.0,3.0,5.9399999999999995,1.24,0.64,0.0,1.2,3.84,0.7000000000000001,1.28,0.0,3.2,2.56,1.24,3.1
A1_167,0.3816,0.0,0.33,0.5184000000000001,0.18539999999999998,0.0664,0.0,0.132,0.40559999999999996,0.0644,0.1328,0.0,0.326,0.2704,0.1236,0.31800000000000006,0.84,0.0,0.8500000000000001,1.136,0.594,0.174,0.0,0.34,1.128,0.122,0.484,0.0,1.07,0.752,0.396,0.7000000000000001,-0.0096,0.0,-0.004,-0.0096,0.0066,-0.0002,0.0,-0.0016,0.008400000000000001,0.0014000000000000002,-0.0004,0.0,-0.002,0.005600000000000001,0.0044,-0.008,-0.1524,-0.0,-0.15000000000000002,-0.21760000000000002,-0.0876,-0.0356,-0.0,-0.06,-0.204,-0.0278,-0.0712,-0.0,-0.145,-0.136,-0.0584,-0.127,-0.096,0.0,0.05,0.17600000000000002,0.06,0.006,-0.0,0.02,0.156,0.0,0.012,0.0,-0.020000000000000004,0.10400000000000001,0.04,-0.08000000000000002,3.7199999999999998,0.0,3.0,5.28,1.8599999999999999,0.64,0.0,1.2,3.84,0.7000000000000001,1.28,0.0,3.2,2.56,1.24,3.1
A1_169,0.3816,0.06480000000000001,0.33,0.5184000000000001,0.18539999999999998,0.0,0.0,0.19799999999999998,0.40559999999999996,0.0644,0.1328,0.0,0.326,0.20279999999999998,0.1236,0.31800000000000006,0.84,0.096,0.8500000000000001,1.136,0.594,0.0,0.0,0.51,1.128,0.122,0.484,0.0,1.07,0.564,0.396,0.7000000000000001,-0.0096,0.0046,-0.004,-0.0096,0.0066,-0.0,0.0,-0.0024,0.008400000000000001,0.0014000000000000002,-0.0004,0.0,-0.002,0.004200000000000001,0.0044,-0.008,-0.1524,-0.0286,-0.15000000000000002,-0.21760000000000002,-0.0876,-0.0,-0.0,-0.09,-0.204,-0.0278,-0.0712,-0.0,-0.145,-0.102,-0.0584,-0.127,-0.096,0.016,0.05,0.17600000000000002,0.06,0.0,-0.0,0.03,0.156,0.0,0.012,0.0,-0.020000000000000004,0.078,0.04,-0.08000000000000002,3.7199999999999998,0.64,3.0,5.28,1.8599999999999999,0.0,0.0,1.7999999999999998,3.84,0.7000000000000001,1.28,0.0,3.2,1.92,1.24,3.1
A1_172,0.3816,0.06480000000000001,0.33,0.5184000000000001,0.18539999999999998,0.0,0.0,0.132,0.40559999999999996,0.0644,0.1328,0.0,0.326,0.20279999999999998,0.1236,0.3816,0.84,0.096,0.8500000000000001,1.136,0.594,0.0,0.0,0.34,1.128,0.122,0.484,0.0,1.07,0.564,0.396,0.84,-0.0096,0.0046,-0.004,-0.0096,0.0066,-0.0,0.0,-0.0016,0.008400000000000001,0.0014000000000000002,-0.0004,0.0,-0.002,0.004200000000000001,0.0044,-0.0096,-0.1524,-0.0286,-0.15000000000000002,-0.21760000000000002,-0.0876,-0.0,-0.0,-0.06,-0.204,-0.0278,-0.0712,-0.0,-0.145,-0.102,-0.0584,-0.1524,-0.096,0.016,0.05,0.17600000000000002,0.06,0.0,-0.0,0.02,0.156,0.0,0.012,0.0,-0.020000000000000004,0.078,0.04,-0.096,3.7199999999999998,0.64,3.0,5.28,1.8599999999999999,0.0,0.0,1.2,3.84,0.7000000000000001,1.28,0.0,3.2,1.92,1.24,3.7199999999999998
A1_175,0.44520000000000004,0.06480000000000001,0.33,0.5184000000000001,0.18539999999999998,0.0,0.0,0.132,0.40559999999999996,0.0644,0.0664,0.0,0.326,0.20279999999999998,0.1236,0.3816,0.9800000000000001,0.096,0.8500000000000001,1.136,0.594,0.0,0.0,0.34,1.128,0.122,0.242,0.0,1.07,0.564,0.396,0.84,-0.011200000000000002,0.0046,-0.004,-0.0096,0.0066,-0.0,0.0,-0.0016,0.008400000000000001,0.0014000000000000002,-0.0002,0.0,-0.002,0.004200000000000001,0.0044,-0.0096,-0.1778,-0.0286,-0.15000000000000002,-0.21760000000000002,-0.0876,-0.0,-0.0,-0.06,-0.204,-0.0278,-0.0356,-0.0,-0.145,-0.102,-0.0584,-0.1524,-0.11200000000000002,0.016,0.05,0.17600000000000002,0.06,0.0,-0.0,0.02,0.156,0.0,0.006,0.0,-0.020000000000000004,0.078,0.04,-0.096,4.340000000000001,0.64,3.0,5.28,1.8599999999999999,0.0,0.0,1.2,3.84,0.7000000000000001,0.64,0.0,3.2,1.92,1.24,3.7199999999999998
